data_point_id,citation,experimental_mechanism,site_name,individuals_ha,species,mass_kg,common_name,biomass_kg_ha
dp_152,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_152,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_152,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_153,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_154,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_155,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_156,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_157,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_157,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_158,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_158,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_158,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_159,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_160,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_161,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_162,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_163,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_163,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_164,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_164,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_164,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_165,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_166,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_167,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_168,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_169,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_169,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_170,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_170,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_170,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_171,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_172,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_173,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_174,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_175,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_175,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_176,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_176,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_176,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_177,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_178,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_179,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_180,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_181,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_181,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_182,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_182,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_182,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_183,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_184,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_185,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_186,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_187,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_187,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_188,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_188,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_188,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_189,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_190,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_191,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_192,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_193,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_193,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_194,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_194,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_194,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_195,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_196,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_197,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_198,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_199,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_199,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_200,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_200,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_200,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_201,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_202,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_203,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_204,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_205,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_205,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_206,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_206,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
dp_206,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.02,Bos primigenius taurus,750,Cattle,15
dp_207,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,DOB,0.2,Equus ferus caballus,300,Horse,60
dp_208,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HAV,0.23,Equus ferus caballus,300,Horse,69
dp_209,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MAS,0.31,Equus ferus caballus,300,Horse,93
dp_210,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,HRK,0.17,Equus ferus caballus,300,Horse,51
dp_211,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.25,Equus ferus caballus,300,Horse,75
dp_211,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MBV,0.09,Bos primigenius taurus,750,Cattle,67.5
dp_212,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.16,Equus ferus caballus,300,Horse,48
dp_212,Kaštovská et al 2025 Science of The Total Environment,distal comparison with and without,MTR,0.12,Bison bonasus,500,European Bison,60
