data_point_id,citation,title,doi,herbivore_type,study_notes,data_notes,design_notes,land_use_history_notes,management_notes,experimental_mechanism,experiment_timing,site_size_ha,site_number,treatment_size_m2,treatment_number,plot_size_m2,plot_number,subplot_size_m2,subplot_number,final_measure_scale,continent,latitude,longitude,coord_quality,site_name,introduced_herbivores,resident_herbivores,herbivore_manipulation_notes,density_notes,density_high_megafauna,density_low_megafauna,animal_density_units,areal_density_units,years_since_introduction,years_since_treatment,treatment_duration_days,time_series_clean,data_year,impact_mechanism,response_highest_level,response_sphere,species_class,strata_or_soil_depth,age_class,species_level,species_or_group,response,unit,high_value_equals_high_response,mean_type,error_type,fig_num,fig_notes,raw_mean_high_megafauna,error_high_megafauna,n_high_megafauna,raw_mean_low_megafauna,error_low_megafauna,n_low_megafauna,plot_covariate,digitization_notes,initially_entered_by
dp_168,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-C content,mg/g,T,mean,SD,,,436,3.6,4,425,5,4,,,JT
dp_169,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,14.7,1.5,4,12.8,1.5,4,,,JT
dp_170,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,14.4,1.4,4,12.4,0.8,4,,,JT
dp_171,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,24.7,2.1,4,22.3,3.8,4,,,JT
dp_172,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,22,2.9,4,18.5,1.2,4,,,JT
dp_173,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,24.5,2.3,4,22.9,3,4,,,JT
dp_174,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-N content,mg/g,T,mean,SD,,,24.2,4.6,4,20.1,2,4,,,JT
dp_175,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,1.6,0.6,4,1.2,0.5,4,,,JT
dp_176,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,1.1,0.2,4,1.5,0.3,4,,,JT
dp_177,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,3.1,0.4,4,3,0.7,4,,,JT
dp_178,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,35,1,350000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.81,15.992,,HAV,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.23 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,2.4,0.4,4,2.9,0.6,4,,,JT
dp_179,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,29,1,290000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,48.845,15.971,,MAS,Equus caballus,,"Introduced 5/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.31 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,3.6,0.8,4,2.8,0.2,4,,,JT
dp_180,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,18,1,180000,1,10000,4 per treatment ,0.0625,16 per treatment,subplot ,Europe,50.1878,15.861,,HRK,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.17 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_nutrients,vegetation,plants,aboveground,,higher_level,all plants,Aboveground-P content,mg/g,T,mean,SD,,,1.7,0.2,4,2.5,0.4,4,,,JT
dp_181,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,100,1,1000000,1,10000,4 per treatment ,0.007854,16 per treatment,subplot ,Europe,50.237,14.889,,MBV,Equus caballus; Bos taurus,,"Introduced 3/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.25 Equus caballus; 0.09 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground & belowground 0-15cm,,higher_level,all plants,Aboveground/Belowground,,T,mean,SD,,,0.41,0.09,4,0.61,0.14,4,,,JT
dp_182,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,250,1,2500000,1,10000,4 per treatment ,0.007854,16 per treatment,subplot ,Europe,50.279,14.882,,MTR,Equus caballus; Bison bonasus; Bos taurus,,"Introduced 12/2015, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.16 Equus caballus; 0.12 Bison bonasus; 0.02 Bos taurus,0,individuals,hectare,7,,2555,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground & belowground 0-15cm,,higher_level,all plants,Aboveground/Belowground,,T,mean,SD,,,0.5,0.21,4,0.6,0.17,4,,,JT
dp_183,Kaštovská et al 2025 Science of The Total Environment,Trophic rewilding by large herbivores reduces plant nitrogen and water limitation across seven sites irrespective of their edaphic conditions,https://doi.org/10.1016/j.scitotenv.2025.179141,Mix,Rewilding in six areas for a couple of years,,each area compared with one nearby control ,Unkown ,"no feeding or drugs, but likely population control somehow",distal comparison with and without,with_introduction,30,1,300000,1,10000,4 per treatment ,0.007854,16 per treatment,subplot ,Europe,49.664,13.317,,DOB,Equus caballus,,"Introduced 1/2018, smaller herbivores such as roe deer have free access to control and treatment ",likely kept artifically constant,0.2 Equus caballus,0,individuals,hectare,4,,1460,1,2022,cumulative,plant_conditions,vegetation,plants,aboveground & belowground 0-15cm,,higher_level,all plants,Aboveground/Belowground,,T,mean,SD,,,0.79,0.33,4,0.9,0.23,4,,,JT
